,Directory,Filename,Creation,Lot_No
840,F:\APPS\CofA,ICP-326@AU-00973.pdf,2017-06-08 13:01:00.912000,ICP-326
841,F:\APPS\CofA,ICP-326@AU-01306.pdf,2018-09-07 09:22:27.735313,ICP-326
842,F:\APPS\CofA,ICP-326@CM-2550.pdf,2015-05-15 11:34:22.124120,ICP-326
843,F:\APPS\CofA,ICP-426@0006468207.pdf,2019-05-31 11:01:30.561795,ICP-426
844,F:\APPS\CofA,ICP-426@AU-00053.pdf,2015-03-13 11:03:05.736000,ICP-426
845,F:\APPS\CofA,ICP-426@AU-00945.pdf,2017-11-21 14:52:14.194357,ICP-426
846,F:\APPS\CofA,IAA-257@0006485915.pdf,2019-08-16 15:56:25.446939,IAA-257
847,F:\APPS\CofA,IAA-257@CL-3020.pdf,2015-05-22 11:28:32.182263,IAA-257
848,F:\APPS\CofA,IAA-257@K00826.pdf,2015-03-31 16:20:46.245806,IAA-257
849,F:\APPS\CofA,IAA-257@M00569.pdf,2015-03-31 16:21:31.127006,IAA-257
850,F:\APPS\CofA,IAA-257@N083021.pdf,2017-12-20 13:08:57.127442,IAA-257
851,F:\APPS\CofA,ICP-057@0006477760.pdf,2019-07-12 07:42:18.277395,ICP-057
852,F:\APPS\CofA,ICP-057@0006508882.pdf,2019-12-30 09:21:02.768610,ICP-057
853,F:\APPS\CofA,ICP-057@CL-3020.pdf,2015-03-12 15:53:09.854656,ICP-057
854,F:\APPS\CofA,ICP-057@CR-5866.pdf,2017-12-19 11:03:02.701861,ICP-057
855,F:\APPS\CofA,ICP-057@K00826.pdf,2015-04-21 11:22:07.549299,ICP-057
856,F:\APPS\CofA,ICP-057@M00569.pdf,2015-04-21 11:22:49.139899,ICP-057
857,F:\APPS\CofA,ICP-057@R00245.pdf,2015-04-21 11:21:09.259031,ICP-057
858,F:\APPS\CofA,ICP-157@CP-6010.pdf,2016-12-14 12:50:46.919980,ICP-157
859,F:\APPS\CofA,ICP-157@J00750.pdf,2015-04-28 17:55:46.643146,ICP-157
860,F:\APPS\CofA,ICP-157@R01318.pdf,2015-06-09 14:40:50.593430,ICP-157
861,F:\APPS\CofA,IAA-282@CL-3672.pdf,2014-09-22 11:25:15.208340,IAA-282
862,F:\APPS\CofA,IAA-282@CM-5772.pdf,2015-11-05 07:59:16.014067,IAA-282
863,F:\APPS\CofA,IAA-282@J00399.pdf,2015-03-26 15:41:46.878025,IAA-282
864,F:\APPS\CofA,IAA-282@J00457.pdf,2015-03-26 15:42:34.473624,IAA-282
865,F:\APPS\CofA,IAA-282@M00354.pdf,2015-03-26 15:43:12.974425,IAA-282
866,F:\APPS\CofA,IAA-282@N081388.pdf,2015-10-21 14:10:46.389379,IAA-282
867,F:\APPS\CofA,IAA-282@N082286.pdf,2017-01-17 14:22:16.361308,IAA-282
868,F:\APPS\CofA,IAA-282@N082316.pdf,2017-01-31 10:59:22.745867,IAA-282
869,F:\APPS\CofA,IAA-282@N082724.pdf,2017-07-27 12:00:56.211914,IAA-282
870,F:\APPS\CofA,IAA-282@N083460.pdf,2018-08-13 12:22:42.073462,IAA-282
871,F:\APPS\CofA,IAA-282@T00363.pdf,2015-03-26 15:41:07.731330,IAA-282
872,F:\APPS\CofA,IAA-082@H00846A.pdf,2015-03-24 16:13:26.225402,IAA-082
873,F:\APPS\CofA,IAA-082@L00244.pdf,2015-03-24 16:14:41.936624,IAA-082
874,F:\APPS\CofA,IAA-082@M00611.pdf,2015-03-24 16:13:45.006945,IAA-082
875,F:\APPS\CofA,IAA-082@N082114.pdf,2016-10-17 09:48:32.334264,IAA-082
876,F:\APPS\CofA,ICP-082@CL-4072.pdf,2015-03-17 13:35:49.618086,ICP-082
877,F:\APPS\CofA,ICP-082@CM-3389.pdf,2015-06-24 12:46:29.713219,ICP-082
878,F:\APPS\CofA,ICP-082@CP-1239.pdf,2016-03-21 10:19:42.035496,ICP-082
879,F:\APPS\CofA,ICP-082@CP-6264.pdf,2017-01-03 11:59:48.857586,ICP-082
880,F:\APPS\CofA,ICP-082@CR-3423.pdf,2017-07-27 12:01:22.594270,ICP-082
881,F:\APPS\CofA,ICP-082@CS-1079.pdf,2018-03-19 11:38:58.467276,ICP-082
882,F:\APPS\CofA,ICP-082@J00457.pdf,2015-04-22 09:49:18.350234,ICP-082
883,F:\APPS\CofA,ICP-082@K00652.pdf,2017-11-17 13:25:53.728810,ICP-082
884,F:\APPS\CofA,ICP-082@L00394.pdf,2015-04-22 09:53:55.159062,ICP-082
885,F:\APPS\CofA,ICP-082@M00643.pdf,2015-04-22 09:55:14.127262,ICP-082
886,F:\APPS\CofA,ICP-082@T00008.pdf,2018-02-21 14:12:11.179899,ICP-082
887,F:\APPS\CofA,ICP-082@T00363.pdf,2015-04-22 09:48:22.196186,ICP-082
888,F:\APPS\CofA,ICP-182@CM-3300.pdf,2015-06-18 12:43:55.052050,ICP-182
889,F:\APPS\CofA,ICP-182@CS-3743.pdf,2018-07-19 11:31:43.329195,ICP-182
890,F:\APPS\CofA,ICP-182@G00463A.pdf,2015-05-14 12:46:46.826284,ICP-182
891,F:\APPS\CofA,ICP-182@K00720.pdf,2015-05-14 12:53:16.968684,ICP-182
892,F:\APPS\CofA,ICP-182@L00395.pdf,2015-05-14 12:58:02.683284,ICP-182
893,F:\APPS\CofA,ICP-182@M00611.pdf,2015-04-27 16:03:11.828776,ICP-182
894,F:\APPS\CofA,ICP-382 CL-3628 AU-00761.pdf,2016-03-18 15:26:38.469000,ICP-382
895,F:\APPS\CofA,ICP-382@0006516512.pdf,2020-02-04 17:38:06.292892,ICP-382
896,F:\APPS\CofA,ICP-382@AU-00696.pdf,2015-04-17 09:59:30.462000,ICP-382
897,F:\APPS\CofA,ICP-382@AU-00761.pdf,2015-05-15 07:08:42.465000,ICP-382
898,F:\APPS\CofA,ICP-382@AU-01014.pdf,2017-09-19 15:30:14.908000,ICP-382
899,F:\APPS\CofA,ICP-382@AU-01320.pdf,2018-11-15 15:31:00.786721,ICP-382
900,F:\APPS\CofA,ICP-482@AU-00886.pdf,2018-01-22 10:57:43.786701,ICP-482
901,F:\APPS\CofA,ICP-482@AU-01308.pdf,2018-09-10 10:43:44.590813,ICP-482
902,F:\APPS\CofA,ICP-482@CM-3369.pdf,2015-06-30 16:07:53.641980,ICP-482
903,F:\APPS\CofA,IAA-203@0006503122.pdf,2019-11-11 12:20:06.766865,IAA-203
904,F:\APPS\CofA,IAA-203@J00482.pdf,2015-03-24 16:54:34.177423,IAA-203
905,F:\APPS\CofA,IAA-203@K00461.pdf,2015-03-24 16:57:41.174623,IAA-203
906,F:\APPS\CofA,IAA-203@K00807.pdf,2015-03-24 16:58:25.556623,IAA-203
907,F:\APPS\CofA,IAA-203@L01176.pdf,2015-03-24 16:59:17.555023,IAA-203
908,F:\APPS\CofA,IAA-203@N083732.pdf,2019-01-29 12:11:16.806254,IAA-203
909,F:\APPS\CofA,IAA-203@P00303.pdf,2015-03-16 12:09:42.697202,IAA-203
910,F:\APPS\CofA,IAA-003@E00363Z.pdf,2015-03-19 11:08:13.207154,IAA-003
911,F:\APPS\CofA,IAA-003@N081547.pdf,2015-12-29 12:02:20.782619,IAA-003
912,F:\APPS\CofA,ICP-003@0006480652.pdf,2019-07-30 08:00:23.179142,ICP-003
913,F:\APPS\CofA,ICP-003@CL-2953.pdf,2015-04-02 15:11:05.370665,ICP-003
914,F:\APPS\CofA,ICP-003@CM-3894.pdf,2015-07-17 14:41:15.800329,ICP-003
915,F:\APPS\CofA,ICP-003@CP-5867.pdf,2016-12-05 07:00:05.508032,ICP-003
916,F:\APPS\CofA,ICP-003@CR-3774.pdf,2017-08-21 13:28:17.848263,ICP-003
917,F:\APPS\CofA,ICP-003@G00921A.pdf,2015-04-08 15:57:59.211800,ICP-003
918,F:\APPS\CofA,ICP-003@J00468.pdf,2015-04-08 15:59:53.873402,ICP-003
919,F:\APPS\CofA,ICP-003@L0071.pdf,2015-04-08 16:01:08.360987,ICP-003
920,F:\APPS\CofA,ICP-003@L00937.pdf,2015-04-08 16:03:07.480121,ICP-003
921,F:\APPS\CofA,ICP-003@P01116.pdf,2015-04-08 16:04:38.277854,ICP-003
922,F:\APPS\CofA,ICP-003@R00337.pdf,2015-04-08 15:58:39.277308,ICP-003
923,F:\APPS\CofA,ICP-003@T00027.pdf,2015-04-08 15:58:51.902227,ICP-003
924,F:\APPS\CofA,ICP-103@CP-0502.pdf,2016-02-05 09:27:57.025717,ICP-103
925,F:\APPS\CofA,ICP-103@J00264.pdf,2015-04-22 11:05:59.153291,ICP-103
926,F:\APPS\CofA,ICP-103@K01032.pdf,2015-04-22 11:06:30.105690,ICP-103
927,F:\APPS\CofA,ICP-103@M00132.pdf,2015-04-22 11:07:02.368490,ICP-103
928,F:\APPS\CofA,ICP-103@T00356.pdf,2015-05-05 08:34:50.644366,ICP-103
929,F:\APPS\CofA,ICP-303@AU-00004.pdf,2015-03-20 11:45:43.778000,ICP-303
930,F:\APPS\CofA,ICP-303@AU-01003.pdf,2018-08-13 11:25:53.710060,ICP-303
931,F:\APPS\CofA,ICP-403@AU-01052.pdf,2016-08-30 14:09:38.376000,ICP-403
932,F:\APPS\CofA,ICP-403@AU-01250.pdf,2018-04-30 16:55:30.983076,ICP-403
933,F:\APPS\CofA,IAA-271@CM-2500.pdf,2015-07-24 11:09:48.869542,IAA-271
934,F:\APPS\CofA,IAA-271@D00290Z.pdf,2015-03-26 14:49:43.949536,IAA-271
935,F:\APPS\CofA,IAA-271@N081990.pdf,2016-08-01 10:28:36.110210,IAA-271
936,F:\APPS\CofA,IAA-271@N082983.pdf,2017-11-29 13:28:12.976953,IAA-271
937,F:\APPS\CofA,IAA-271@P01238.pdf,2015-03-17 14:35:13.557086,IAA-271
938,F:\APPS\CofA,ICP-071@0006512741.pdf,2020-01-27 14:08:16.995701,ICP-071
939,F:\APPS\CofA,ICP-071@CM-2500.pdf,2015-05-13 06:39:45.298550,ICP-071
940,F:\APPS\CofA,ICP-071@CR-3873.pdf,2017-08-24 09:47:38.884753,ICP-071
941,F:\APPS\CofA,ICP-071@D00290Z.pdf,2015-04-21 15:11:03.049700,ICP-071
942,F:\APPS\CofA,ICP-071@K01156.pdf,2015-04-21 15:12:27.577900,ICP-071
943,F:\APPS\CofA,ICP-071@L01165.pdf,2015-04-21 15:13:05.736500,ICP-071
944,F:\APPS\CofA,ICP-071@M00199.pdf,2015-04-21 15:13:38.482900,ICP-071
945,F:\APPS\CofA,ICP-071@P00301.pdf,2015-04-21 15:14:29.231700,ICP-071
946,F:\APPS\CofA,ICP-071@P01238.pdf,2015-04-14 12:09:09.504646,ICP-071
947,F:\APPS\CofA,ICP-171@0006465783.pdf,2019-05-20 09:43:25.983185,ICP-171
948,F:\APPS\CofA,ICP-171@G00278A.pdf,2015-05-06 11:20:05.282546,ICP-171
949,F:\APPS\CofA,ICP-171@J01234.pdf,2015-05-06 11:21:14.065346,ICP-171
950,F:\APPS\CofA,ICP-171@R01254.pdf,2015-05-11 14:59:28.359448,ICP-171
951,F:\APPS\CofA,IAA-212@0006501936.pdf,2019-11-04 07:40:02.719544,IAA-212
952,F:\APPS\CofA,IAA-212@CM-1228.pdf,2015-04-21 14:57:03.430906,IAA-212
953,F:\APPS\CofA,IAA-212@CM-2804.pdf,2015-05-26 12:03:55.774296,IAA-212
954,F:\APPS\CofA,IAA-212@J01261.pdf,2015-03-25 09:45:40.331216,IAA-212
955,F:\APPS\CofA,IAA-212@L00246.pdf,2015-03-25 09:46:28.379216,IAA-212
956,F:\APPS\CofA,IAA-212@M00378.pdf,2015-03-23 13:23:44.947119,IAA-212
957,F:\APPS\CofA,IAA-212@N082930.pdf,2017-10-18 06:59:21.474188,IAA-212
958,F:\APPS\CofA,IAA-012@E00362Z.pdf,2015-03-19 11:33:54.533007,IAA-012
959,F:\APPS\CofA,IAA-012@L00345.pdf,2015-03-19 11:35:20.895007,IAA-012
960,F:\APPS\CofA,IAA-012@N081669.pdf,2016-02-03 13:52:53.609047,IAA-012
961,F:\APPS\CofA,IAA-012@N081857.pdf,2016-05-04 15:56:47.568369,IAA-012
962,F:\APPS\CofA,IAA-012@N083422.pdf,2018-07-18 12:38:46.565943,IAA-012
963,F:\APPS\CofA,IAA-012@R00244.pdf,2015-03-19 11:34:15.375523,IAA-012
964,F:\APPS\CofA,ICP-012@CM-1228.pdf,2015-03-24 11:54:49.429218,ICP-012
965,F:\APPS\CofA,ICP-012@CR-0436.pdf,2017-02-03 11:06:02.756695,ICP-012
966,F:\APPS\CofA,ICP-012@CS-4180.pdf,2018-08-20 15:15:42.231487,ICP-012
967,F:\APPS\CofA,ICP-012@J00348.pdf,2015-04-08 16:26:36.381201,ICP-012
968,F:\APPS\CofA,ICP-012@K00552.pdf,2015-04-08 16:27:23.087601,ICP-012
969,F:\APPS\CofA,ICP-012@L00748.pdf,2015-04-08 16:28:06.845601,ICP-012
970,F:\APPS\CofA,ICP-012@M00876.pdf,2015-04-06 08:27:47.010241,ICP-012
971,F:\APPS\CofA,ICP-012@R01068.pdf,2017-02-23 11:57:45.728233,ICP-012
972,F:\APPS\CofA,ICP-112@CM-0429.pdf,2015-04-02 15:51:01.300665,ICP-112
973,F:\APPS\CofA,ICP-112@CM-4445.pdf,2015-08-20 06:45:53.025597,ICP-112
974,F:\APPS\CofA,ICP-112@CM-4445_2.pdf,2016-12-12 12:40:05.360224,ICP-112
975,F:\APPS\CofA,ICP-112@CP-0878.pdf,2016-03-03 07:59:34.834311,ICP-112
976,F:\APPS\CofA,ICP-112@CS-0929.pdf,2018-03-06 14:21:26.717094,ICP-112
977,F:\APPS\CofA,ICP-112@IH-0276.pdf,2015-11-05 09:38:38.385450,ICP-112
978,F:\APPS\CofA,ICP-112@J01094.pdf,2015-04-22 11:44:52.269512,ICP-112
979,F:\APPS\CofA,ICP-112@L00073.pdf,2015-04-22 11:48:39.794532,ICP-112
980,F:\APPS\CofA,ICP-112@M00166.pdf,2015-04-22 11:49:11.041731,ICP-112
981,F:\APPS\CofA,ICP-112@P01250.pdf,2015-04-22 11:50:17.241248,ICP-112
982,F:\APPS\CofA,ICP-112@R00244.pdf,2015-10-20 12:01:28.058298,ICP-112
983,F:\APPS\CofA,ICP-312@0006480400.pdf,2019-08-16 12:28:11.525000,ICP-312
984,F:\APPS\CofA,ICP-312@AU-00008.pdf,2015-03-30 07:47:01.441000,ICP-312
985,F:\APPS\CofA,ICP-312@AU-00853.pdf,2017-10-19 15:56:13.954557,ICP-312
986,F:\APPS\CofA,ICP-312@CM-2299.pdf,2015-05-08 14:59:58.376696,ICP-312
987,F:\APPS\CofA,ICP-412@AU-00041.pdf,2016-08-23 17:07:14.310000,ICP-412
988,F:\APPS\CofA,ICP-412@AU-01187.pdf,2017-09-25 16:52:32.218933,ICP-412
989,F:\APPS\CofA,IAA-225@CL-3978.pdf,2015-03-25 15:34:35.104145,IAA-225
990,F:\APPS\CofA,IAA-225@CM-4118.pdf,2015-08-03 16:24:35.223790,IAA-225
991,F:\APPS\CofA,IAA-225@CP-3216.pdf,2016-07-11 15:39:46.501570,IAA-225
992,F:\APPS\CofA,IAA-225@J00477.pdf,2015-03-25 15:35:37.231273,IAA-225
993,F:\APPS\CofA,IAA-225@J01015.pdf,2015-03-25 15:36:24.062773,IAA-225
994,F:\APPS\CofA,IAA-225@K00665.pdf,2015-03-25 15:38:11.186668,IAA-225
995,F:\APPS\CofA,IAA-225@M00386.pdf,2015-03-25 15:39:05.490616,IAA-225
996,F:\APPS\CofA,IAA-225@N082158.pdf,2016-11-09 07:16:18.842597,IAA-225
997,F:\APPS\CofA,IAA-225@N083825.pdf,2019-03-14 06:59:19.479025,IAA-225
998,F:\APPS\CofA,IAA-025@E00356Z.pdf,2015-03-24 09:44:43.300450,IAA-025
999,F:\APPS\CofA,IAA-025@L00947.pdf,2015-03-24 09:46:16.211553,IAA-025
1000,F:\APPS\CofA,IAA-025@M00334.pdf,2015-03-24 09:47:06.927804,IAA-025
1001,F:\APPS\CofA,IAA-025@N082115.pdf,2016-10-17 09:48:07.710209,IAA-025
1002,F:\APPS\CofA,IAA-025@N083106.pdf,2018-01-24 14:38:57.878213,IAA-025
1003,F:\APPS\CofA,ICP-025@0006480816.pdf,2019-07-31 13:19:45.852840,ICP-025
1004,F:\APPS\CofA,ICP-025@CL-3978.pdf,2015-03-17 10:06:43.415087,ICP-025
1005,F:\APPS\CofA,ICP-025@CP-1494.pdf,2016-03-31 13:36:55.305801,ICP-025
1006,F:\APPS\CofA,ICP-025@CP-5606.pdf,2016-11-10 14:23:32.263175,ICP-025
1007,F:\APPS\CofA,ICP-025@CR-2126.pdf,2017-05-10 11:57:13.835979,ICP-025
1008,F:\APPS\CofA,ICP-025@IH-0142.pdf,2015-11-05 15:03:31.544820,ICP-025
1009,F:\APPS\CofA,ICP-025@J01015.pdf,2015-04-09 14:33:25.637958,ICP-025
1010,F:\APPS\CofA,ICP-025@K01044.pdf,2015-04-09 14:34:25.117548,ICP-025
1011,F:\APPS\CofA,ICP-025@M00020.pdf,2015-04-09 14:36:08.601415,ICP-025
1012,F:\APPS\CofA,ICP-025@P01081.pdf,2015-04-09 14:31:34.732088,ICP-025
1013,F:\APPS\CofA,ICP-125@0006470502.pdf,2019-06-03 14:13:15.118574,ICP-125
1014,F:\APPS\CofA,ICP-125@CM-2432.pdf,2015-05-12 06:40:09.516948,ICP-125
1015,F:\APPS\CofA,ICP-125@CS-1643.pdf,2018-04-09 12:23:45.626666,ICP-125
1016,F:\APPS\CofA,ICP-125@G00793A.pdf,2015-04-23 14:01:30.909907,ICP-125
1017,F:\APPS\CofA,ICP-125@IH-0391.pdf,2015-11-05 09:44:08.175143,ICP-125
1018,F:\APPS\CofA,ICP-125@J00797.pdf,2015-04-23 14:18:53.832707,ICP-125
1019,F:\APPS\CofA,ICP-125@K00953.pdf,2015-04-23 14:19:30.463507,ICP-125
1020,F:\APPS\CofA,ICP-125@M00276.pdf,2015-03-25 16:06:29.609864,ICP-125
1021,F:\APPS\CofA,ICP-125@M00276B.pdf,2015-05-05 10:26:58.002946,ICP-125
1022,F:\APPS\CofA,ICP-125@M00334.pdf,2015-04-23 14:21:16.778507,ICP-125
1023,F:\APPS\CofA,ICP-125@M00334A.pdf,2017-12-22 10:22:59.940580,ICP-125
1024,F:\APPS\CofA,ICP-325@0006517124.pdf,2020-02-14 16:11:54.827618,ICP-325
1025,F:\APPS\CofA,ICP-325@AU-00019.pdf,2015-04-20 15:18:23.444091,ICP-325
1026,F:\APPS\CofA,ICP-325@AU-01000.pdf,2016-05-04 15:27:19.286000,ICP-325
1027,F:\APPS\CofA,ICP-325@AU-01087.pdf,2018-03-28 15:08:46.497598,ICP-325
1028,F:\APPS\CofA,ICP-425@0006482277.pdf,2019-08-14 12:06:13.548000,ICP-425
1029,F:\APPS\CofA,ICP-425@AU-00988.pdf,2017-11-21 14:57:02.187000,ICP-425
1030,F:\APPS\CofA,IAA-280@0006460825.pdf,2019-04-13 06:55:06.835669,IAA-280
1031,F:\APPS\CofA,IAA-280@J01211.pdf,2015-03-26 15:30:51.848025,IAA-280
1032,F:\APPS\CofA,IAA-280@L00245.pdf,2015-03-26 15:31:41.190825,IAA-280
1033,F:\APPS\CofA,IAA-280@N082083.pdf,2016-09-27 16:13:00.114649,IAA-280
1034,F:\APPS\CofA,IAA-280@N082183.pdf,2016-11-22 13:10:53.151045,IAA-280
1035,F:\APPS\CofA,IAA-280@N082693.pdf,2017-07-14 15:50:48.433599,IAA-280
1036,F:\APPS\CofA,IAA-280@N083700.pdf,2019-01-14 07:28:58.867214,IAA-280
1037,F:\APPS\CofA,IAA-280@P00139.pdf,2015-03-26 15:32:30.736424,IAA-280
1038,F:\APPS\CofA,IAA-280@T00601.pdf,2014-07-31 14:03:49.367139,IAA-280
1039,F:\APPS\CofA,IAA-080@E0361Z.pdf,2015-03-24 16:07:40.997144,IAA-080
1040,F:\APPS\CofA,IAA-080@N082688.pdf,2017-07-12 09:39:19.129538,IAA-080
1041,F:\APPS\CofA,IAA-080@P01048.pdf,2015-03-24 16:08:08.790347,IAA-080
1042,F:\APPS\CofA,ICP-080@0006507390.pdf,2019-12-17 12:26:26.964474,ICP-080
1043,F:\APPS\CofA,ICP-080@CP-5666.pdf,2016-11-16 12:00:01.015153,ICP-080
1044,F:\APPS\CofA,ICP-080@CR-3231.pdf,2017-09-06 09:20:12.899550,ICP-080
1045,F:\APPS\CofA,ICP-080@CS-0444.pdf,2018-02-02 10:41:01.588334,ICP-080
1046,F:\APPS\CofA,ICP-080@CT-1449.pdf,2019-03-23 11:25:19.656305,ICP-080
1047,F:\APPS\CofA,ICP-080@H00091A.pdf,2015-04-22 09:23:13.649790,ICP-080
1048,F:\APPS\CofA,ICP-080@K00200.pdf,2015-04-22 09:24:16.038390,ICP-080
1049,F:\APPS\CofA,ICP-080@L00365.pdf,2015-04-22 09:26:22.586590,ICP-080
1050,F:\APPS\CofA,ICP-080@P00016.pdf,2015-04-22 09:36:47.543200,ICP-080
1051,F:\APPS\CofA,ICP-080@P00139.pdf,2015-04-22 09:35:34.956400,ICP-080
1052,F:\APPS\CofA,ICP-080@T00602.pdf,2015-03-16 12:01:31.878202,ICP-080
1053,F:\APPS\CofA,ICP-180@CM-4459.pdf,2015-08-20 06:45:21.604928,ICP-180
1054,F:\APPS\CofA,ICP-180@CS-3166.pdf,2018-06-11 09:35:37.521011,ICP-180
1055,F:\APPS\CofA,ICP-180@G00413A.pdf,2015-05-06 11:56:33.998545,ICP-180
1056,F:\APPS\CofA,ICP-180@J00692.pdf,2015-05-06 11:57:39.289746,ICP-180
1057,F:\APPS\CofA,ICP-180@J00817.pdf,2015-05-06 11:58:13.752546,ICP-180
1058,F:\APPS\CofA,ICP-180@L00442.pdf,2015-05-06 11:58:50.385746,ICP-180
1059,F:\APPS\CofA,ICP-180@P01048.pdf,2015-03-13 10:51:05.094310,ICP-180
1060,F:\APPS\CofA,ICP-380@0006472497.pdf,2019-06-21 17:37:49.928780,ICP-380
1061,F:\APPS\CofA,ICP-380@AU-00695.pdf,2015-04-17 09:59:05.974000,ICP-380
1062,F:\APPS\CofA,ICP-380@AU-00889.pdf,2018-03-28 14:57:14.300569,ICP-380
1063,F:\APPS\CofA,ICP-380@CM-3916.pdf,2015-08-05 16:14:38.153699,ICP-380
1064,F:\APPS\CofA,ICP-480@0006481975.pdf,2019-08-28 15:57:00.683000,ICP-480
1065,F:\APPS\CofA,ICP-480@AU-00693.pdf,2015-04-20 08:46:51.554000,ICP-480
1066,F:\APPS\CofA,ICP-480@AU-01044.pdf,2016-11-22 15:42:48.040540,ICP-480
1067,F:\APPS\CofA,ICP-480@AU-01170.pdf,2017-08-25 13:10:32.771642,ICP-480
1068,F:\APPS\CofA,ICP-480@AU-01254.pdf,2018-05-08 13:32:54.940467,ICP-480
1069,F:\APPS\CofA,ICP-480@AU-01326.pdf,2018-12-10 16:46:11.363205,ICP-480
1070,F:\APPS\CofA,ICP-480@CM-2417.pdf,2015-05-21 09:25:42.598392,ICP-480
1071,F:\APPS\CofA,IAA-242@CL-3557.pdf,2015-03-26 11:25:50.126239,IAA-242
1072,F:\APPS\CofA,IAA-242@J01040.pdf,2015-03-26 11:26:56.282152,IAA-242
1073,F:\APPS\CofA,IAA-242@K00487.pdf,2015-03-26 11:27:59.855414,IAA-242
1074,F:\APPS\CofA,IAA-242@L00226.pdf,2015-03-26 11:29:47.810083,IAA-242
1075,F:\APPS\CofA,IAA-242@L01310.pdf,2015-03-26 11:30:38.666409,IAA-242
1076,F:\APPS\CofA,IAA-242@N081984.pdf,2016-07-27 10:07:19.328844,IAA-242
1077,F:\APPS\CofA,IAA-242@N082475.pdf,2017-04-07 08:15:59.555440,IAA-242
1078,F:\APPS\CofA,IAA-242@N082731.pdf,2017-08-02 09:39:32.191954,IAA-242
1079,F:\APPS\CofA,IAA-242@N083701.pdf,2019-01-14 07:38:46.034737,IAA-242
1080,F:\APPS\CofA,IAA-242@T00155.pdf,2015-03-26 11:26:04.329273,IAA-242
1081,F:\APPS\CofA,IAA-042@0006458251.pdf,2019-04-01 10:24:24.230741,IAA-042
1082,F:\APPS\CofA,IAA-042@CL-2860.pdf,2015-03-04 10:45:39.728082,IAA-042
1083,F:\APPS\CofA,IAA-042@E00350Z.pdf,2015-03-24 12:42:00.457593,IAA-042
1084,F:\APPS\CofA,IAA-042@N081670.pdf,2016-02-03 13:52:18.532943,IAA-042
1085,F:\APPS\CofA,IAA-042@N082608.pdf,2017-06-08 15:07:15.688298,IAA-042
1086,F:\APPS\CofA,IAA-042@N083831.pdf,2019-03-20 11:17:43.405980,IAA-042
1087,F:\APPS\CofA,ICP-042@0006479329.pdf,2019-08-09 07:05:39.675395,ICP-042
1088,F:\APPS\CofA,ICP-042@CL-4904.pdf,2015-03-18 13:36:31.040372,ICP-042
1089,F:\APPS\CofA,ICP-042@CM-6402.pdf,2016-01-05 10:30:53.280903,ICP-042
1090,F:\APPS\CofA,ICP-042@CR-1020.pdf,2017-03-09 08:58:50.697634,ICP-042
1091,F:\APPS\CofA,ICP-042@CS-0671.pdf,2018-02-15 08:51:17.200165,ICP-042
1092,F:\APPS\CofA,ICP-042@J00296.pdf,2015-04-15 10:30:05.773857,ICP-042
1093,F:\APPS\CofA,ICP-042@K00988.pdf,2015-04-15 10:30:44.915257,ICP-042
1094,F:\APPS\CofA,ICP-042@M00929.pdf,2015-04-15 10:31:33.480057,ICP-042
1095,F:\APPS\CofA,ICP-042@R00415.pdf,2015-04-15 10:28:28.538421,ICP-042
1096,F:\APPS\CofA,ICP-142@CL-2860.pdf,2015-03-13 13:31:41.785982,ICP-142
1097,F:\APPS\CofA,ICP-142@CM-1634.pdf,2015-04-03 10:38:03.289168,ICP-142
1098,F:\APPS\CofA,ICP-142@CP-0251.pdf,2016-01-21 13:17:32.431038,ICP-142
1099,F:\APPS\CofA,ICP-142@CR-2257.pdf,2017-05-15 12:17:57.642414,ICP-142
1100,F:\APPS\CofA,ICP-142@CS-6398.pdf,2019-01-07 13:48:31.059962,ICP-142
1101,F:\APPS\CofA,ICP-142@J00647.pdf,2015-04-28 16:57:04.667346,ICP-142
1102,F:\APPS\CofA,ICP-142@K00112.pdf,2015-04-28 16:57:32.671346,ICP-142
1103,F:\APPS\CofA,ICP-142@K00889.pdf,2015-04-28 16:57:57.167346,ICP-142
1104,F:\APPS\CofA,ICP-142@L00470.pdf,2015-04-28 16:58:22.666146,ICP-142
1105,F:\APPS\CofA,ICP-142@M00374.pdf,2015-04-28 16:58:48.470546,ICP-142
1106,F:\APPS\CofA,ICP-142@M00932.pdf,2015-04-28 16:59:53.111746,ICP-142
1107,F:\APPS\CofA,ICP-342@0006519831.pdf,2020-02-26 16:27:15.758187,ICP-342
1108,F:\APPS\CofA,ICP-342@AU-00028.pdf,2015-05-11 13:21:28.166000,ICP-342
1109,F:\APPS\CofA,ICP-342@AU-00984.pdf,2017-06-08 15:28:05.686000,ICP-342
1110,F:\APPS\CofA,ICP-442@AU-00061.pdf,2016-08-24 15:43:25.477000,ICP-442
1111,F:\APPS\CofA,ICP-442@AU-01188.pdf,2017-09-26 16:09:28.860000,ICP-442
1112,F:\APPS\CofA,IAA-260@J01263.pdf,2015-03-26 14:18:31.459622,IAA-260
1113,F:\APPS\CofA,IAA-260@N082978.pdf,2017-12-01 09:41:48.460707,IAA-260
1114,F:\APPS\CofA,IAA-260@P00335.pdf,2015-03-26 14:19:12.160022,IAA-260
1115,F:\APPS\CofA,ICP-060@CL-4522.pdf,2015-03-26 16:37:10.307339,ICP-060
1116,F:\APPS\CofA,ICP-060@CM-5768.pdf,2015-11-05 08:35:43.476082,ICP-060
