QCDate,ProductID,ProductNo,ProductName,LineID,Description,Specials,OriginationDate,EntryDate,Status,MatrixNumber,Components,Availability,EquivalentSoln,EquivalentNeat,Packaging,Storage,ExpirationDate,ShipType,UN#,ShipClass,PackGrp,ShipSpecial,Hazard1,Hazard2,Hazard3,Prop65,MSDS,Analysis,CofAHeader,Agilent#,Tedia#,ProdNotes,MatrixNotes,RecipeId,RushPriority,IsVoided,SagePartNumber,ProductLevel,DateInserted,CofATemplate,UniqueRequestID,Test_Timestamp,PfIDNo,PfBatchID,OrdID,QuoteNo,PfSentTo,PrepDate,PrepVolume,PrepUnit,PrepVessel,PrepVBarcode,PrdSaleUnit,PrepMatrixNo,PrepMatrixLot,PrepInits,PrepMemo,PrepNotebookRef,BulkQCStatus,BulkQCDate,BulkPassFail,BulkQCInits,BulkQCMemo,BulkLotNo,AmpRetains,AmpDate,AmpPreLabel,AmpNumberGood,AmpNumberBad,AmpBulkRemain,AmpTimeIn,AmpTimeOut,AmpInits,QCStatus,QCPassFail,QCAuthInits,QCMemo,QCMethod,LotNo,QCExpMonth,QCExpDate,QCSellBy,QCFullValidation,QCValidation,FgInvCount,FgAccpacNote,CofAHeaderNo,QCChromatogram,Correct,DoNotCorrect,DensityUnit,DensityTemp,recipeid
2020-02-10,,CUS-1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414,NB960944,,Prodflow I,done,1996-08-26 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,ALF,"USED METTLER AT261 DELTA RANGE BALANCE

ALF S21-109",ALF-S21-109,,,,,,,,1996-08-26 00:00:00,False,76.0,0.0,,1899-12-30 03:35:00,1899-12-30 03:55:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0926,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416,NB960946,,Prodflow I,done,1996-08-26 00:00:00,100.0,mL,1.0,,ampule,JHP-031,34118,ALF,ALF S21-113,ALF-S21-113,,,,,,,,1996-08-26 00:00:00,False,72.0,1.0,,1899-12-30 03:35:00,1899-12-30 04:00:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0929,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CUS-1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419,NB960949,,Prodflow I,done,1996-08-27 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,ALF,ALF S21-121,ALF-S21-121,,,,,,,,1996-08-27 00:00:00,False,77.0,0.0,,1899-12-30 03:40:00,1899-12-30 04:00:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0930,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456,NB960986,,Prodflow I,done,1996-09-05 00:00:00,100.0,mL,1.0,,ampule,JHP-090,G-0731,RAA,RAA S35-11,RAA-S35-11,,,,,,,,1996-09-06 00:00:00,False,74.0,0.0,,1899-12-30 11:00:00,1899-12-30 11:20:00,ZMA,,PASS,JER,"GRAVIMETRIC
",,K-0960,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464,NB960995,,Prodflow I,done,1996-09-09 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S34-191,RAA-S34-191,,,,,,,,1996-09-10 00:00:00,False,75.0,0.0,,1899-12-30 09:05:00,1899-12-30 09:25:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0965,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465,NB960996,,Prodflow I,done,1996-09-09 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S35-13,RAA-S35-13,,,,,,,,1996-09-10 00:00:00,False,75.0,0.0,,1899-12-30 09:30:00,1899-12-30 09:50:00,ZMA,,PASS,LJD,datapak required,,K-0992,,,,True,2.0,,,2.0,,False,True,,,
2020-02-07,,CUS-710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2467,NB960998,,Prodflow I,done,1996-09-09 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,RAA,RAA S35-15,RAA-S35-15,,,,,,,,1996-09-10 00:00:00,False,76.0,0.0,,1899-12-30 11:50:00,1899-12-30 12:05:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0966,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,CUS-1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472,NB961003,,Prodflow I,done,1996-09-10 00:00:00,100.0,mL,1.0,,ampule,JHP-031,34118,RAA,RAA S35-21,RAA-S35-21,,,,,,,,1996-09-10 00:00:00,False,74.0,1.0,,1899-12-30 01:25:00,1899-12-30 01:45:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0967,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CLP-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475,NB961006,,Prodflow I,done,1996-09-10 00:00:00,2000.0,mL,1.0,,ampule,JHP-031,34118,ALF,"ALF S21-185
A 2 L A",ALF-S21-185,,,,,,,,1996-09-17 00:00:00,False,1393.0,16.0,,1899-12-30 09:15:00,1899-12-30 01:50:00,ZMA,,PASS,LJD,A2LA LOT DO NOT SELL - US0226 12/9/1996,,K-1017,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CLP-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,NB952098,,Prodflow I,done,1995-06-05 00:00:00,2000.0,mL,1.0,,ampule,JHP-031,34118,ALF,alf-s11-53,ALF-S11-53,,,,,,,,1995-08-23 00:00:00,False,1447.0,7.0,,1899-12-30 10:25:00,1899-12-30 01:25:00,ZMA,,PASS,GMD,"A2LA LOT - DO NOT SELL
ALF-S11-53 - US0202 2/1/1996",,J-2048,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,CLP-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477,NB961008,,Prodflow I,done,1996-09-11 00:00:00,2000.0,mL,1.0,,ampule,JHP-021,34222/36110,ALF,"ALF S21-187
A 2 L A",ALF-S21-187,,,,,,,,1996-09-18 00:00:00,False,1410.0,9.0,,1899-12-30 09:15:00,1899-12-30 12:25:00,ZMA,,PASS,LJD,A2LA LOT DO NOT SELL - US0228 12/9/1996,,K-1019,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CLP-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,NB960159,,Prodflow I,done,1995-06-05 00:00:00,2000.0,mL,1.0,,ampule,JHP-021,34222,ALF,"A2LA
ALF-S11-55
",ALF-S11-55,,,,,,,,1995-08-18 00:00:00,False,1413.0,3.0,,1899-12-30 03:00:00,1899-12-30 04:40:00,ZMA,,PASS,GMD,"A2LA LOT - DO NOT SELL
ALF-S11-55 - US0201 2/1/1996",,J-0633,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2507,NB961038,,Prodflow I,done,1996-09-18 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,ALF,"ALF S22-31
STOCK  ALF S22-29",ALF-S22-31,,,,,,,,1996-09-19 00:00:00,False,75.0,0.0,,1899-12-30 03:20:00,1899-12-30 03:35:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-1013,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508,NB961039,,Prodflow I,done,1996-09-18 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,ALF,"ALF S22-33  TO BE USE AS A SECOND LOT
STOCK ALF S22-29",ALF-S22-33,,,,,,,,1996-09-19 00:00:00,False,73.0,0.0,,1899-12-30 03:55:00,1899-12-30 04:15:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-1012,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2514,NB961045,,Prodflow I,done,1996-09-18 00:00:00,100.0,mL,1.0,,ampule,JHP-017,34123/34119,RAA,RAA S35-69,RAA-S35-69,,,,,,,,1996-09-20 00:00:00,False,72.0,0.0,,1899-12-30 01:40:00,1899-12-30 01:55:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-1010,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515,NB961046,,Prodflow I,done,1996-09-18 00:00:00,100.0,mL,1.0,,ampule,JHP-017,34123/34119,RAA,"RAA S35-73
2nd LOT",RAA-S35-73,,,,,,,,1996-09-20 00:00:00,False,71.0,3.0,,1899-12-30 02:00:00,1899-12-30 02:15:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-1011,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516,NB961047,,Prodflow I,done,1996-09-19 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,RAA,"RAA S35-77
1st LOT",RAA-S35-77,,,,,,,,1996-09-20 00:00:00,False,74.0,0.0,,1899-12-30 02:15:00,1899-12-30 02:25:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-1014,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517,NB961048,,Prodflow I,done,1996-09-19 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,RAA,"RAA S35-79
2nd Lot",RAA-S35-79,,,,,,,,1996-09-20 00:00:00,False,72.0,0.0,,1899-12-30 02:30:00,1899-12-30 02:40:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-1015,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CUS-1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522,NB961053,,Prodflow I,done,1996-09-19 00:00:00,50.0,mL,1.0,,ampule,JHP-011,07251AN,ALF,ALF S22-47,ALF-S22-47,,,,,,,,1996-09-19 00:00:00,False,35.0,0.0,,1899-12-30 03:40:00,1899-12-30 03:50:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-1009,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-900A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523,NB961054,,Prodflow I,done,1996-09-19 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,RAA,"RAA S35-85B
",RAA-S35-85B,,,,,,,,1996-09-23 00:00:00,False,70.0,0.0,,1899-12-30 03:10:00,1899-12-30 03:25:00,ZMA,,PASS,JER,gravimetric,,K-1025,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529,NB961060,,Prodflow I,done,1996-09-20 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,RAA,"RAA S35-93
FIRST LOT",RAA-S35-93,,,,,,,,1996-09-23 00:00:00,False,71.0,1.0,,1899-12-30 02:25:00,1899-12-30 02:40:00,ZMA,,PASS,JER,gravimetric,,K-1023,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,CUS-1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2530,NB961061,,Prodflow I,done,1996-09-20 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,RAA,"RAA S35-95
SECOND LOT",RAA-S35-95,,,,,,,,1996-09-23 00:00:00,False,71.0,0.0,,1899-12-30 01:35:00,1899-12-30 02:05:00,ZMA,,PASS,JER,gravimetric,,K-1022,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,RPE-031S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,NB870965,,Prodflow I,done,1987-01-01 00:00:00,100.0,mL,1.0,,ampule,JHP-038,X,WJL,,,,,,,,,,,False,,,,,,,,PASS,WJL,,,A-0965,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138,NB952076,,Prodflow I,done,1995-10-25 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,LDS,"LDS-S28-51
",LDS-S28-51,,,,,,,,1995-10-27 00:00:00,False,70.0,0.0,,1899-12-30 02:45:00,1899-12-30 03:05:00,ZMA,,PASS,JER,gravimetric,,J-2051,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139,NB952077,,Prodflow I,done,1995-10-25 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,LDS,LDS-S28-53,LDS-S28-53,,,,,,,,1995-10-26 00:00:00,False,66.0,0.0,,1899-12-30 09:50:00,1899-12-30 10:05:00,ZMA,,PASS,JER,GRAVIMETRIC,,J-2044,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,NB952083,,Prodflow I,done,1995-10-27 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,LDS,LDS-S28-55,LDS-S28-55,,,,,,,,1995-10-27 00:00:00,False,67.0,0.0,,1899-12-30 10:30:00,1899-12-30 10:55:00,ZMA,,PASS,JER,GRAVIMETRIC,,J-2037,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CUS-1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147,NB952088,,Prodflow I,done,1995-10-05 00:00:00,100.0,mL,1.0,,ampule,JHP-031,32252,RAA,raa-s26-31,RAA-S26-31,,,,,,,,1995-10-06 00:00:00,False,74.0,1.0,,1899-12-30 01:55:00,1899-12-30 02:10:00,ZMA,,PASS,JER,DATAPAK REQUIRED,,J-2047,,,,True,2.0,,,2.0,,False,True,,,
2020-02-10,,STM-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157,NB952102,,Prodflow I,done,1995-02-23 00:00:00,2000.0,mL,1.0,,ampule,JHP-021,X,ALF,ALF-S10-5,ALF-S10-5,,,,,,,,1995-07-20 00:00:00,False,1417.0,12.0,,1899-12-30 10:00:00,1899-12-30 11:35:00,SAL,,PASS,GMD,"A2LA LOT - DO NOT SELL
ALF-S10-5 - US0198 10/23/1995",,J-0194,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,NB952140,,Prodflow I,done,1995-11-03 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S26-169,RAA-S26-169,,,,,,,,1995-11-06 00:00:00,False,73.0,0.0,,1899-12-30 10:50:00,1899-12-30 11:10:00,ZMA,,PASS,GMD,DATAPAK REQUIRED RAA-S26-169,,J-2083,,,,True,2.0,,,2.0,,False,True,,,
2020-02-13,,DWM-544Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,NB952148,,Prodflow I,done,1995-11-06 00:00:00,500.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S27-7,RAA-S27-7,,,,,,,,1995-11-08 00:00:00,False,340.0,3.0,,1899-12-30 09:50:00,1899-12-30 11:20:00,ZMA,,PASS,GMD,"QUANTERRA
RAA-S27-7",,J-2105,,,,True,2.0,,,2.0,,False,True,,,
2020-02-12,,CUS-1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,NB952159,,Prodflow I,done,1995-11-08 00:00:00,100.0,mL,1.0,,ampule,JHP-001,34030,ALF,ALF S14-165,ALF-S14-165,,,,,,,,1995-11-09 00:00:00,False,67.0,0.0,,1899-12-30 12:05:00,1899-12-30 12:20:00,ZMA,,PASS,JER,GRAVIMETRIC,,J-2096,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,CLP-216Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253,NB952202,,Prodflow I,done,1995-11-15 00:00:00,250.0,mL,1.0,,ampule,JHP-014,34123,RAA,RAA S27-69,RAA-S27-69,,,,,,,,1995-11-16 00:00:00,False,164.0,12.0,,1899-12-30 02:05:00,1899-12-30 02:35:00,ZMA,,PASS,KRB,"DATAPAK REQUIRED
RAA-S27-69",,J-2260,,,,True,2.0,,,2.0,,False,True,,,
2020-02-05,,CLP-240Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254,NB952203,,Prodflow I,done,1995-11-15 00:00:00,250.0,mL,1.0,,ampule,JHP-014,34123,RAA,RAA S27-75,RAA-S27-75,,,,,,,,1995-11-16 00:00:00,False,156.0,16.0,,1899-12-30 04:05:00,1899-12-30 04:25:00,ZMA,,PASS,KRB,"DATAPAK REQUIRED
RAA-S27-75",,J-2259,,,,True,2.0,,,2.0,,False,True,,,
2020-02-10,,CUS-1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257,NB952206,,Prodflow I,done,1995-11-16 00:00:00,100.0,mL,1.0,,ampule,JHP-031,32252,RAA,RAA S27-91,RAA-S27-91,,,,,,,,1995-11-17 00:00:00,False,68.0,0.0,,1899-12-30 08:55:00,1899-12-30 09:25:00,ZMA,,PASS,JER,"GRAVIMETRIC
RAA-S27-91",,J-2144,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,CUS-1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,NB952207,,Prodflow I,done,1995-11-16 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,"RAA S27-87
",RAA-S27-87,,,,,,,,1995-11-16 00:00:00,False,71.0,1.0,,1899-12-30 04:30:00,1899-12-30 04:45:00,ZMA,,PASS,JER,"GRAVIMETRIC
RAA-S27-87",,J-2147,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,CUS-1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,NB952215,,Prodflow I,done,1995-11-16 00:00:00,500.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S27-89,RAA-S27-89,,,,,,,,1995-11-20 00:00:00,False,187.0,3.0,,1899-12-30 03:40:00,1899-12-30 04:30:00,ZMA,,PASS,KRB,"DATAPAK REQUIRED
RAA-S27-89",,J-2157,,,,True,2.0,,,2.0,,False,True,,,
2020-02-06,,CUS-1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268,NB952217,,Prodflow I,done,1995-11-17 00:00:00,200.0,mL,1.0,,ampule,JHP-029,9333,RAA,RAA S27-93,RAA-S27-93,,,,,,,,1995-11-20 00:00:00,False,142.0,0.0,,1899-12-30 10:20:00,1899-12-30 10:50:00,ZMA,,PASS,JER,"GRAVIMETRIC
RAA-S27-93",,J-2136,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,CUS-1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,NB952219,,Prodflow I,done,1995-11-17 00:00:00,50.0,mL,1.0,,ampule,JHP-031,32252,ALF,ALF S15-21,ALF-S15-21,,,,,,,,1995-11-20 00:00:00,False,34.0,0.0,,1899-12-30 09:30:00,1899-12-30 09:40:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S12-21",,J-2146,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306,NB952255,,Prodflow I,done,1995-11-27 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,ALF,ALF S15-53,ALF-S15-53,,,,,,,,1995-11-28 00:00:00,False,71.0,0.0,,1899-12-30 10:05:00,1899-12-30 10:20:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S15-53",,J-2163,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,NB952257,,Prodflow I,done,1995-11-28 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S27-131,RAA-S27-131,,,,,,,,1995-11-30 00:00:00,False,71.0,1.0,,1899-12-30 09:35:00,1899-12-30 09:55:00,ZMA,,PASS,JER,"GRAVIMETRIC
RAA-S27-131
",,J-2170,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,CUS-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309,NB952258,,Prodflow I,done,1995-11-28 00:00:00,100.0,mL,1.0,,ampule,JHP-001,34286,ALF,ALF S15-51,ALF-S15-51,,,,,,,,1995-11-30 00:00:00,False,63.0,6.0,,1899-12-30 09:05:00,1899-12-30 09:25:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S15-51",,J-2169,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323,NB952272,,Prodflow I,done,1995-11-30 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,ALF S15-69A,ALF-S15-69A,,,,,,,,1995-12-01 00:00:00,False,74.0,0.0,,1899-12-30 03:10:00,1899-12-30 03:20:00,ZMA,,PASS,JER,"gravimetric
ALF-S15-69",,J-2181,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324,NB952273,,Prodflow I,done,1995-11-30 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,ALF S15-69B,ALF-S15-69B,,,,,,,,1995-12-01 00:00:00,False,67.0,3.0,,1899-12-30 02:55:00,1899-12-30 03:10:00,ZMA,,PASS,JER,"GRAVIMETRIC
MSK-S01-7",,J-2182,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,US-101NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326,NB952275,,Prodflow I,done,1995-11-30 00:00:00,200.0,mL,1.0,,ampule,JHP-031,32252,MSK,MSK S01-99,MSK-S01-99,,,,,,,,1995-12-01 00:00:00,False,145.0,1.0,,1899-12-30 01:10:00,1899-12-30 01:40:00,ZMA,,PASS,KFM,"SECOND SOURCE
MSK-S01-99",,J-2196,,,,True,2.0,,,2.0,,False,True,,,
2020-02-12,,CUS-1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327,NB952276,,Prodflow I,done,1995-12-01 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,ALF S15-71A,ALF-S15-71A,,,,,,,,1995-12-01 00:00:00,False,65.0,5.0,,1899-12-30 02:10:00,1899-12-30 02:25:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S15-71",,J-2183,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CUS-1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359,NB952308,,Prodflow I,done,1995-12-01 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,ALF S15-75C,ALF-S15-75C,,,,,,,,1995-12-05 00:00:00,False,72.0,0.0,,1899-12-30 09:25:00,1899-12-30 09:35:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S15-75C",,J-2201,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,LOC-055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,NB952309,,Prodflow I,done,1995-12-04 00:00:00,200.0,mL,1.0,,ampule,JHP-021,34222,LDS,"LDS-S28-139B
",LDS-S28-139B,,,,,,,,1995-12-07 00:00:00,False,148.0,0.0,,1899-12-30 03:50:00,1899-12-30 04:15:00,ZMA,,PASS,GMD,STOCK QUANTIFIED,,K-0150,,,,True,2.0,,,2.0,,False,True,,,
2020-02-13,,CUS-1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362,NB952311,,Prodflow I,done,1995-12-04 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,ALF S15-85A,ALF-S15-85A,,,,,,,,1995-12-05 00:00:00,False,74.0,0.0,,1899-12-30 10:25:00,1899-12-30 10:35:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S15-85A",,J-2211,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CUS-1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364,NB952313,,Prodflow I,done,1995-12-04 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,ALF S15-85C,ALF-S15-85C,,,,,,,,1995-12-05 00:00:00,False,71.0,0.0,,1899-12-30 10:45:00,1899-12-30 10:55:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S15-85C",,J-2213,,,,False,1.0,,,1.0,,False,True,,,
2020-02-03,,LOC-047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,NB952329,,Prodflow I,done,1995-12-02 00:00:00,250.0,mL,1.0,,ampule,JHP-031,32252,RAA,RAA S27-173,RAA-S27-173,,,,,,,,1995-12-07 00:00:00,False,169.0,0.0,,1899-12-30 11:15:00,1899-12-30 11:35:00,ZMA,,PASS,KFM,"DATAPAK REQUIRED
RAA-S27-173",,J-2237,,,,True,2.0,,,2.0,,False,True,,,
2020-02-05,,LOC-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,NB952320,,Prodflow I,done,1995-12-02 00:00:00,250.0,mL,1.0,,ampule,JHP-031,32252,RAA,RAA S27-167,RAA-S27-167,,,,,,,,1995-12-07 00:00:00,False,170.0,0.0,,1899-12-30 10:35:00,1899-12-30 11:05:00,ZMA,,PASS,KFM,"DATAPAK REQUIRED
RAA-S27-167",,J-2244,,,,True,2.0,,,2.0,,False,True,,,
2020-02-07,,CUS-1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377,NB952326,,Prodflow I,done,1995-12-05 00:00:00,100.0,mL,1.0,,ampule,JHP-040,R5HM61594,ALF,ALF S15-89,ALF-S15-89,,,,,,,,1995-12-06 00:00:00,False,44.0,24.0,,1899-12-30 10:45:00,1899-12-30 11:10:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S15-89",,J-2248,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,LOC-030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,NB952328,,Prodflow I,done,1995-12-02 00:00:00,250.0,mL,1.0,,ampule,JHP-014,34123,RAA,RAA S27-171,RAA-S27-171,,,,,,,,1995-12-06 00:00:00,False,174.0,1.0,,1899-12-30 04:15:00,1899-12-30 04:35:00,ZMA,,PASS,KRB,"DATAPAK REQUIRED
RAA-S27-171",,J-2252,,,,True,2.0,,,2.0,,False,True,,,
